dialect,sarcasm,sentiment,original_sentiment,tweet,source
0,0,1,1,@HaRdBoY1911 سيرش جوجل طيب,semeval
1,0,1,1,@ArabShop وش افضل سماعة سبيكر بلوتوث في امازون؟,semeval
4,0,1,0,تحذيرات قوات الأمن لسكان رابعة والمتظاهرين قبل فض الاعتصام #السادة_المحترمون,astd
4,1,0,0,سيصبح 6 أكتوبر يوما للعار وليس لذكري الإنتصار #كلام_و_كلام #يوسف_الحسيني #السادة_المحترمون …,astd
4,0,1,1,"RT @sabqorg: رسميًا .. الأهلي يواجه ""برشلونة الإسباني"" 13 ديسمبر في الدوحة Via @sabqorg https://t.co/CkNjFugCuj",semeval
4,0,1,0,"تحالف بين #أنصار_بيت_المقدس و #الحرس_الثوري لتنفيذ عمليات ""إرهابية"" في مصر #مصر #الإخوان #المد_الشيعي #عمليات_إرهابية",astd
4,0,0,0,فَتّشت فى أرض العربفما وجدت أبا بكر ووجدت ألف أبى لهب(نزار قبانى)#ستبقى_حلب,semeval
4,0,1,0,إسطيفو:عجز #مجلس_الأمن بشأن #سورية يعكس حالة من الشلل لا تخدم الأمن العالمي#الائتلاف#العهدhttps://t.co/RulSh3ZvPq https://t.co/rqECztPswv,semeval
4,0,2,1,كن شريفاً امينا ً لا لأن الناس يستحقون الشرف والأمانة بل لأنك انت لا تستحق الضعة والخيانة #عباس العقاد,astd
4,0,1,0,جاءت هذه الهزيمة للمعسكر الشعبوي بعد أن ازدادت قوته مع خروج بريطانيا من الاتحاد الأوروبي، وفوز دونالد ترامب في... https://t.co/MfoLqPbtHJ,semeval
4,0,1,2,هل تقرأ القرآن بعد رمضان؟ هل تفهم معانيه وتفكر فيها؟ هل نويت أن تختم القرآن بعد رمضان؟ هل تعرف ثواب قراءة وتدبر,astd
4,0,0,0,مش صالح دا كنتوا مخبينه من شعبه https://t.co/TjJjvMA0dS,semeval
0,0,1,1,@alqabas لان معاه بريطانيا وامريكا,semeval
0,1,0,0,العسكر خاين كالعاده ؛ دخلوا الجامع بالبياده #مجزرة_العباسيه #عسكر_كاذبون #لن_ننسي #لن_نسامح,astd
4,0,0,0,#الاحتلال يصدر حكمًا بالسجن 18 عاما ضد شابين مقدسيين https://t.co/xwR9P4NHEA https://t.co/TXXpvoFC7K,semeval
4,0,1,1,ميركل بتحاول إرضاء اليمين المتطرف، خوفا من خسارتها أمامه!,semeval
4,0,1,1,نشط الأن في #لبنان #روحاني #لافروف,semeval
4,0,1,0,لم تعد مصر تحتمل تكرر دوائر العنف والعنف المضاد، ولم تعد أيضا تحتمل التهاوي المرعب في قدرات الدولة,astd
4,0,0,0,#حلب_تباد_بسكوت_العرب#مجلس_الأمن #الأمم_المتحدة #الجامعة_العربية هم عُرّاب الحرب في سورية والعراق واليمن وغيرهم فقدانخفض دخلهم من #فلسطين,semeval
4,0,1,1,#عاجل #الغوطة_الشرقية:#الجيش_السوري استهدف قبل قليل مواقع للمجموعات الإرهابية في بلدة #الزريقة بعدة ضربات مدفعية.,semeval
0,0,2,2,@BouEidJoe @NawalElZoghbi نوال الزغبي لما بتنزل اغنية بتكون اغنية 👍جامدة ودة...💃💃💃 دليل نجاح,semeval
4,1,0,0,#اعرفوهم #انقلاب_مصر #يسقط_حكم_العسكر #الداخلية_بلطجية #الحرية لنور الدين محمود 15سنة #الدقهلية طالب بالثانوي الأزهري,astd
0,0,2,2,#زملكاوى انا و الفخر ليا,astd
4,0,1,1,"RT @AlkhaleejOnline: بعيداً عن العرب.. ""#إسرائيل"" و #السلطة_الفلسطينية تتواصلان سراً في #لندنhttps://t.co/wu4bpM8hNF https://t.co/4ens9MB…",semeval
4,0,1,1,#نون_أون_لاينميزة في هاتف جوجل تكشف «ابتزاز أبل»ttp://nononline.com/?p=162728 https://t.co/peXrF8LpHM,semeval
4,0,1,0,#بوتين و #ترامب مختلفان بشأن دور #كوبا في عهد #كاسترو#صحيفة_الخليج https://t.co/jJPzFKkyJd,semeval
4,0,1,1,RT @saud264: انفوجرافيك من قوقل: أكثر عمليات البحث شعبية خلال رمضان في السعودية.المسلسلات: سيلفييوتيوب:سوار شعيبالأكل:الشوربة https://t.…,semeval
4,0,1,1,"RT @baladinetwork: #بلديمحطة ""#سليمان_الحلبي"" تعود لضخ المياه إلى #حلب#سورياhttps://t.co/YNFyRIhnPI",semeval
2,1,0,0,ولك اذا ريكي مارتن ضهر مع واحد سوري مينو انتي يا معفنة ياشوصة لحتى ماتضهري...😝😅😅,semeval
4,0,1,2,المهاجم الغاني نانا بوكو لآعب مصر المقاصة يصبح الهداف التاريخي للفريق برصيد 18 هدفاً متفوقاً علي أحمد الشيخ صاحب... https://t.co/rhca0ZxCXe,semeval
4,0,0,0,السعودية تدعم المجرمين القتله لمصالحها الشخصيه باسم العروبه و الاسلام #جنبلاط #Christmas #AUB150 #حمله_دفي #الصين https://t.co/tKjymgd9pr,semeval
4,0,1,2,RT @souq: انثر عبيرك في الأجواء واجعله مصدر جاذبيتك مع عطور غوتشي، دولتشي آند غابانا، غيس، بلغري وأكثر > https://t.co/P068Fztqvp https://t.…,semeval
4,0,0,1,@Fat2552 بالعكس الله يهدي كل شخص غفل وابتعد عن الدين، ارفض منطقك لانه ينافي مبديء الاسلام في المناصحة والدعوة واللطفافة في ذلك,semeval
4,0,1,1,بعد قليل #الجبير يلتقي #ابوالغيط في الجامعة العربية ب #القاهرة #مصر #سوريا #السعودية,semeval
4,0,1,2,تلميذ صيني يحطم رقما قياسيا عالميا في ممارسة نط الحبل بـ110 نطه خلال 30 ثانية فقط .! #الصين #فيديو ..🎖🏃🏻 https://t.co/2KCdl9z083,semeval
0,1,0,0,حفرتوها لغيركم وصارت من نصيبكم #إيران جاء وقت الحساب مع #الولايات_المتحدة والعقوبات بدايه بس القادم اكثر خلي #روسيا تنفعك #إرهابي #حزب_الله,semeval
0,0,0,0,@__malt_alyk @11_hayoon @AshiqElsamt بطني معاد اقدر ياربي سيسي ومرسي,semeval
4,0,1,1,ماذا تضمنت رسالة الرئيس عون الى السيسي؟https://t.co/lPHNQRGK3W#لبنان #مصر https://t.co/ynnV4B6GsB,semeval
4,1,0,0,أيها الاخوان الا تذكرون 52 شهيدا قتلتهم شرطة محمد ابراهيم بأوامر من مرسي عندما شكر مرسي القتلة واعلن حظر التجول اعترفوا بجرائمكم,astd
0,0,1,0,ا*ا يا سلام روح أم #النائب_العام :),astd
0,0,1,1,@nr_phe32 هو لو مصطفى فتحى مش جاهز يبقى احمد الشيخ لازم يروح المنتخب احق من وليد سليمان كمان,semeval
2,0,2,2,دلعونا نوال الزغبي: https://t.co/6EEQcKmNuo عبر @YouTube,semeval
2,0,1,1,#ماذا_لو_المدارس_مختلطه كان تسمون الخميس الكئيب مش الونيس لو عليكم كمااان داومتوا 😂😂😂,semeval
0,0,2,2,RT @_zayeeed: قالها جستن بيبر 😪احبكـ يا نظـر عيني غنااتي و احب الارض لي تمشـي عليـها 🎶,semeval
4,0,1,2,RT @sabqorg: السعودية تدعو لخفض انبعاثات غازات الاحتباس الحراري.. وتؤكد اعتمادها العديد من الاستراتيجيات https://t.co/JlKPzQOII5 @sabqorg,semeval
4,0,1,1,أوباما يعلن حالة الطوارئ بكارولينا الشمالية لمواجهة الإعصار ماثيو: أعلن الرئيس الأمريكي، باراك أوباما، البارح... https://t.co/zNtxeSEUIC,semeval
4,0,2,1,RT @beseatt: كيبل آيفونضد القطع😉-شحن ونقل بيانات سريع 👍🏻من أفضل الكيابل👍يتحمل الكرف 😻 ومعتمد من قبل شركة آبل طوله ١.٢للطلب واتس…,semeval
4,0,1,1,هاري بوتر و كوبري ٦ أكتوبر,semeval
4,0,1,1,هزيمة مرشح اليمين المتطرّف هوفر أمام فان دير بيلين لانتخابات الرئاسة في النمسا https://t.co/weWk2cR3Q7,semeval
0,0,0,1,و الله تستاهل ياقلبي ليه تميل مكنت خالي انت اسباب كل كربي وانت اسباب ماجرالي ايه بقي اللي هايواسيني بعد ماتهدت امالي #محمد_محسن,astd
0,1,0,0,الولد اللي بيقبل يتشتم ب امه حتى لو هزار و يقلب الدنيا لو حد جاب اسم صاحبته بس #استرجل كده عشان امك اللي بقيالك و تعبت عشانك,astd
4,0,0,0,RT @HadiAlabdallah: مركز حلب الإعلامي @AleppoAMC ينشر تصوير جوّي يوضح حجم الدمار في حي المشهد بحلب إثر الغارات الجويّة المكثفة التي استهدفت…,semeval
4,0,0,0,أيها الغيورون على القانون هل سمعتم عن تهريب المتهمين الأمريكان و١٤ الف مدني في السجن الحربي وإعلان دستوري باطل يمنح الحك,astd
4,0,1,1,بالصور ـ رماد #كاسترو يزور ضريح تشي #غيفاراhttps://t.co/Ds0QaPKk9T#castrofidel #cheguevara https://t.co/wAiFzj3EYF,semeval
4,0,0,1,المعتصمون داخل مسجد الفتح يستخدمون طفايات الحريق ويتهمون الجيش بإطلاق قنابل الغاز عليهم #السادة_المحترمون …,astd
0,0,0,1,1 ده حلم قديم يبدو أنه اقترب تحققه بإذن اللهكان عندي مشروع مسرحية من كام سنة مع الفنانة سهير البابلي بس مااكتملش للأسفيامسهل,astd
0,1,1,0,#سؤال_وجودى هو ازاى كان فيه ناس كانت بتدفع فلوس علشان تتفرج على #عمرو_اديب  #كل_يوم 🤔🤔,semeval
4,0,1,1,RT @RM4Arab: فيديو - تصوير لاعبي ريال مدريد بالبدل الرسمية لموسم 2016/17 . https://t.co/z9zg7Uv8Mv,semeval
4,0,2,2,RT @S_OM9: #جنودنا_رفعتوا_روسنا ومن بغير من حَملُوا راية الاسلام نفتخر؟انتم محل للفخر والعز والشهامة..حفظكم الله ونصركم.. https://t.c…,semeval
4,0,2,2,كل ما فيكي جميلبراءة وجهك ،، وإبتسامتك اللطيفة ،، وعيناكي الفاتنتان😘😘😍😍🌷يسعد مساكي ندوون@nadinenjeim… https://t.co/45Kws8FXgU,semeval
2,0,2,1,سويناها😹🔥#MannequinChallenge https://t.co/zL2WOzkLWH,semeval
4,0,1,1,هاتف Nokia D1C يظهر على AnTuTu بنظام أندرويد 7.0 https://t.co/VejtyY66af https://t.co/xwsJantyVP,semeval
4,0,1,1,J'aime une vidéo @YouTube de @emmysamir2002 - ريكى مارتن وحبيبه السورى ايوان يوسف تعرفوا عليه,semeval
2,0,2,2,روئيتك #تريح #النظر #سماعك #يريح #الاعصاب #كلماتك #بلسم #الجروح ي #نجمتي #الذهبية #نوال_الزغبي #بحبك @NawalElZoghbi… https://t.co/A0QgBZScWw,semeval
4,1,1,1,RT @ajmubasher: #أوباما : هيلاري #كلينتون تعرف جيدا كيفية مواجهة #تنظيم_الدولة #ترامب لا يصلح حتى ليكون بائعا في متجر صغير,semeval
0,0,1,0,#اوبر #كريم للامانه كريم يفوز ، اوبر ماعندهم هالخاصيه لو مامعك صرف ولا السواق راحت عليك فلوسك @GoCareem @CareemCare https://t.co/v5KUpyiteL,semeval
4,0,1,1,"سامى المتريح ""مدير المكتب الاعلامي للإدارة العامة لمكافحة الإرهاب.#ليبيا https://t.co/LyKXzTdZPU",semeval
4,0,1,1,فادي الأعور: الرئيس ميشال عون وحده الذي يعلن عن تحركاتهhttps://t.co/xrILuifdohفادي-الأعور-الرئيس-ميشال-عون-وحده-ا… https://t.co/wZY8QBX0kP,semeval
0,0,1,2,بتعرفني انا يا حبيبي قلبي معلق فيك و صدقني انا انا بنسى حالي و ما بنسيك و ايام الهنا يا حبيبي عشت بقربك انت ما انت #نوال_الزغبي,semeval
4,0,2,2,نائب رئيس مجلس الدولة في كوبا تشكر #الرئيس_الأسد على صدق مواساته وتعازيه الخالصة بوفاة القائد #كاسترو,semeval
0,0,2,1,@Haytham_77 سيتم الرد علي حضرتك في اقرب وقت يا فندم.,semeval
0,1,0,0,مفيش حاجة اسمها دولة وطنية في حاجة اسمها الجماعة التنظيم طز في مصر #السادة_المحترمون …,astd
1,0,1,1,#ماذا_لو_المدارس_مختلطه كان اضبط وضعي مع الدكاتره و اجيب A++ بالراحه 😂🏃🏽🏃🏽,semeval
4,0,1,2,شاهد *غرفة سحب* اشبه بفندق عشر نجوم .. لن تصدق كل هذا في غرفةhttps://t.co/Rdrlju6rCU #ريال_مدريد #برشلونة,semeval
4,0,2,2,ابتسم فإن هناك من يحبك يعتني بك يحميك ينصرك يسمعك يراك هو الرحمن الرحيم,astd
1,0,2,2,RT @zil3__: @M___G3 💔👌خوي السعد وافي وانا للخوي معكاز وانا محزمه كان الزمن عقد احجاجه #نبض_العراق🍃اخوي الغالي عازف ربي يطول ب عمره..👌…,semeval
4,0,2,2,عروض الخليج فوق الخيال@khaleej_riyadh rEc #EgyptAir,semeval
0,0,0,0,@fahadsaad6  في رئيس كان منتخب من الشعب قال لبيك يا سوريا انقلب عليه السيسي بمساعدتكم فلوسكم قتلت ناس كتير واعتقلت أكتر انتظروا عقاب الله,semeval
4,0,1,0,RT @dr_zayedalamri: #العراق١. الرئيس العبادي يقول ان التهديدالتركي للعراق تهديداً للامن القومي وكانه يستنجد بالعرب لان الامن العراقي وطني…,semeval
4,1,0,0,@dbx1974 @noula2001كالثعابين السامة عندما ترفع الملقط عن انيابها - يكفي انه فضح فسادهم وقلة ضميرهم هنيئا لك يا لبنان بأحتفال الفاسدين النادر,semeval
4,0,1,0,لا نزول لميدان التحرير لا نزول لميدان التحرير اكررها والا استوعبتوا فخ قذر منصوب لتكرر مذبحة رابعة,astd
4,0,2,2,كرستيانو رونالدو يفصله 75 هدف ليصبح الهداف التاريخي الاول في ريال مدريد #اسطورة,astd
4,0,1,1,الجزيرة - عاجل @AJABreaking 2- عاجل | #لافروف: #الولايات_المتحدة سحبت اقتراحها حول #حلب ووعدت بتقديم مقترحات جديدة,semeval
0,0,1,2,#هنيدي يعلق على رومانسية الزوجين #منى_زكي و #أحمد_حلمي بعد تكريم #مهرجان_القاهرة_السينمائي https://t.co/JA7xmX9GWg https://t.co/nXAEmobfBH,semeval
4,1,1,0,اللهم أنصر السلفي الوهابي دونالد ترامب علي الشيعية الرافضية هيلاري كلنتون,semeval
0,0,0,1,نحترم البرادعي لكن سنقف ضد اخطاءة بالمرصاد ،فحن لسنا اتباع مرسي المتواطئين بالصمت على الاخطاء لتتحول الى جرائمعادل عبدالحميد…,astd
4,0,0,0,#كاسترو لَم يترك ورائه لا قصور ولا حسابات بنكية وشعب #فلسطين يعاني الاحتلال والقتل والتهجير ورئيسه عباس همه جمع القصور والاموال له ولاولاده,semeval
4,0,2,1,"في حفل جمعية رسالة "" رد الجميل "" لتكريم سيدات مُسنات من جميع محافظات #مصر بمناسبة #عيد_الأم على مسرح سيد درويش - أكاديمية…",astd
4,0,1,2,#اليمنية|   #أوباما يتوقع إرسال #بشر إلى #المريخ بحلول العقد الثالث من القرنhttps://t.co/ht8xCRLsQT,semeval
4,1,2,0,نزال الليلة سوف يدخل فيه ترامب مجروحآ. ليس لديه ما يخسره. اتوقع بيغامر وبيهاجم عائلة كلنتون خصوصآ فضيحة بيل. هيلاري ذكية سوف تتركه يدمر نفسه,semeval
4,0,0,1,@malak_alhusaini  ايفون. 7😩💔,semeval
4,1,0,0,RT @MG_lawyer: امريكا استخدمت 41 فيتو منع ادانة اسرائيل بمجزارهاعندما يتحدث مجلس الامن عن الشرف! https://t.co/q2ZLC2MnUX,semeval
4,0,1,1,RT @malarab1: مظاهرة ضد إقامة مباراة إيران وكوريا بسبب عاشوراء https://t.co/c7eaWgx24Y via @AlArabiya,semeval
4,0,0,0,ألا لعنة الله على القوم الظالمين ... #روسيا #بشار_الأسد #أيران #الأمم_المتحدةكلهم أجتمعو على قتل بيان https://t.co/DDsPjEunPz,semeval
4,0,0,1,كل مصرى حر فى المانيا يتوجه ظهر غد الى وزارة الخارجية الالمانية فى برلين لاعلان معارضته لمؤتمر الانقلاب وترعاه ملكة الاردن,astd
4,0,1,0,@ArabNews_AM13#ArabNews_AM13اليمين المتطرف في أوروبا يتلقى ضربة قاسية.. والمفارقة أن يكون ذلك في #النمسا مسقط رأس… https://t.co/0unEaATIFS,semeval
0,0,2,2,@Optimistic2nd 😂😂😂😂 ده في راي من اعظم الممثلين الي انجبتهم بريطانيا شيء فظيع في التقمص والتمثيل,semeval
4,0,1,1,أوباما يصل إسرائيل للمشاركة في تشييع جنازة بيريز: وصل الرئيس الأمريكي باراك أوباما إلى إسرائيل صباح اليوم الج... https://t.co/Zfl7wktFiG,semeval
4,0,1,2,أنشيلوتي يقول أن المانسيتي هو من يتحصل على لقب دوري الأبطال، و انه يتكلم مع بيريز بشكل مستمر ... تجربة تدريب ريال مدريد ضرورية لكل مدرب,semeval
4,0,0,2,الانقلاب يريد قمع 50 مليون مصرى لو حاولت امريكا بجبروتها قمعهم ما نجحت شعب مصر العظيم سينتصر ويدفع العالم لاحترامه,astd
4,0,1,2,RT @20fourMedia: #غوغل تتحدى أبل وأمازون بأجهزة جديدةhttps://t.co/lonD0nImA0 https://t.co/YQ9Da5gvBL,semeval
0,0,2,2,عندى قمر بسهر معاه :) عندى معاد وحبيبى لغاه :( — #كاريوكى,astd
0,0,0,0,تكلفه الحج فى مصر خمسين ألف جنيه فى حين ان الرواتب لا تتعدى ألفين يعنى اللى جاى يحج أو يعتمر موفر من اكله علشان فريضة ربناولا سيسي ولا,semeval
2,0,1,1,شنو يعني؟!! ريكي مارتن مو احسن منه 😂 https://t.co/VVth5R8aB6,semeval
1,0,1,1,@Jihonchy ترا متابع سنابه و ادري بإنه طلع مع بيونسيه في جولتها و ادري ان دونت ميند جاب الريكرد الاول على الكنتري لكن اقصد شخصيته,semeval
2,0,1,1,"بصير حد يحكيلي شو هي ""جبهة النصرة""؟🤔",semeval
4,0,1,2,"#بوابة_الوفد#زينة و #عادل_إمام يتصدران استفتاء ""الوفد"" الفنيhttps://t.co/84k5L9E4Eh https://t.co/v2Y1rnEyBb",semeval
4,0,1,1,"أبطال ""#يوم_للستات"" يجتمعون في ندوة #مهرجان_القاهرة_السينمائيhttps://t.co/2bBzWL2Z9g",semeval
4,0,1,0,الجيش اللبناني ينفذ مداهمات واسعة لمخيمات النازحين السوريينhttps://t.co/k1wJDlYLUJ,semeval
4,0,1,1,@alomer100 @Alito_NBA الاستمتاع في مشاهدة المنافسين  وانت من يوم تبدأ المباراة وانت تقلل من كري وقولدين ستيت,semeval
4,1,0,0,RT @EHSANFAKEEH: إيران تلغي الحج من أركان الاسلام لوجوده في #السعوديةوهي في صدد بناء كعبة بديلة أو نقل الكعبة من مكة للنجف الأشرف👇🏻😂https…,semeval
0,0,1,1,EgyptAir💙♥💋 عرض سكس لبنت خليجية بطة طرية جسم جامد💋♥💙https://t.co/vco4Grb7ot,semeval
4,0,1,2,RT @HadiAlabdallah: ضمن عملية #درع_الفرات تمكن الجيش الحر اليوم من تحرير 10 قرى في ريف حلب الشمالي بعد اشتباكات مع تنظيم #داعش وباتوا على أ…,semeval
4,0,0,0,RT @memezen27: @Ahmed2I3h مثلما ادخلت الارهاب الى سورية ودعمتهم بالمال والسلاح .لتشرعن تدخلها بسورية بحجة محاربة الارهاب وطائراتها تقصف الج…,semeval
4,0,1,1,أحمد منصور يكتب : اليمين المتطرف في النمسا على خطى يورج هايدر #النمسا https://t.co/OuJybW2OMQ |#جبهة_تحيا_مصر |… https://t.co/OxppeS24xe,semeval
4,1,0,0,إخفاء الحقيقة بحجة ان الرئيس يعلم ما لانعلمه وهو بيده الامر ويعرف مصلحتنا فكرة خانعة تكرس لتهميش المواطن واحتقاره الرئيس موظف عند الشعب,astd
2,0,0,0,خجلت من حلب الشّهباء يطحنهاجيش الغزاة وجيشُ العُرْب لم يصلخجلتُ من صرخة الطفل التي انطلقتْولم تجد نخوة الإنقاذ من رجلِ#ستبقى_حلب,semeval
4,0,1,1,الخارجية الايرانية:  تشكيل الحكومة سيعزز مكانة لبنان ويحقق مصالحه في الداخل والخارج - https://t.co/a6uEy1bdGx,semeval
0,0,1,2,أنا خوفي يا حبي لتكون بعدك حبي ..وبتهيألي نسيتك وأنت مخبي بقلبي..#سيدة_الطرب_الأولى#فيروز,semeval
4,0,1,2,في زمنالآيفونالأنترنتبرشلونةديورهاري بوترديزنيبوينغماكدونالد نحن لسنا أمتداداً لأحدبل أمتداداً لرغباتنا وحاجاتنابالحضارة الكونية,semeval
4,0,2,2,بيونسيه في أناقة مكياجها العيون – مجلة رنود https://t.co/UbnwcotH5v,semeval
4,0,1,2,إنفوجرافيك.. أبل تتصدر قائمة أعلى الشركات قيمة#هاشتاق_عربي #إنفوجرافيك #أبل #الشركات https://t.co/0QUAKkc7Qq,semeval
0,1,0,0,حتى الاراجوز مالوش مكان فى اعلام العار مطلوب قطيع يكرر ما يسمع ويتملي,astd
0,1,1,0,الفلولي مصطفى بكري ينسى اسم ولي أمرهفيكتب (أيوب) بدل (منصور) اللهم لا تزد الانقلابيين إلا ضلالا! …,astd
0,0,1,1,@ovvvvovvv مافي ماركة اسمها غوتشي غابانا 🌚دولتشي اند غابانا يا جوليانو الموضة @ro7y_Qatar 😂,semeval
4,0,0,1,RT @daloaqana1: الاتصالات ترد على حملة المقاطعة ببيان جديدوتقول نحن الوحيدوون التفاصيلhttps://t.co/fV4aC6U0ZS #اليوم_الثاني_عشـر_راح_…,semeval
0,0,2,2,قرار كويس وهايل و مستنيينه من زمانلكن #السادة_المحترمون,astd
0,0,1,1,طقس العرب: ثلوج مساء الاثنين https://t.co/MVqTiikdFd #الاردن,semeval
4,0,1,0,تراجع الأسهم الصينية مع قلق المستثمرين من فرض قيود محتملة على التداولhttps://t.co/UJfZ50qqdJ#الأسهم #الصين https://t.co/9yRlprNZ9S,semeval
4,0,1,1,انا الآن اعاني من اقسى انواع الطفش #فكرة_جميلة يحطون غرفة نوم بالجامعة اروح اخذ غفوه بالبريك,astd
4,0,1,2,كريستيانو رونالدو يعتبر ثاني اكبر لاعب من ريال مدريد يفوز بالكرة الذهبية 31 سنة و 10 اشهر,semeval
4,0,1,1,لماذا استسلم #الإخوان لفكرة التحول من مقموعين إلى قامعين,astd
4,0,1,1,تجدد النزاع القانوني بين أبل وسامسونغ: عاد النزاع القانوني بين سامسونغ وأبل إلى الأضواء مرة أخرى بعدما قضت مح... https://t.co/ia8IWThuEO,semeval
0,1,0,0,لا جديد هذا مستوى الأرجنتين بلاد الفالصو بدون الذهبي ميسي,semeval
0,1,0,0,RT @Manar_Bshay: بوكيمون ايه اللي اقوم اضور عليه .. ده انا بكسل اقوم اطفي نور الاوضه ..!!🐸💔,semeval
0,1,0,0,رزق مين ده بقى ؟؟  الناس بقت سيسى كده ليه من كتر النحنحة هيشلحوا,semeval
4,0,0,0,واشنطن تتهم في الامم المتحدة ضباطا سوريين بالاسم بالضلوع في هجمات على المدنيين https://t.co/XI5F9VABZv #القدس #حلب #uae,semeval
4,0,1,1,شاهد كيف تعمل امازون.. اكبر مخزن للبيع على الانترنت. https://t.co/0O4QZRopfL,semeval
4,0,2,2,RT @HaifaAlajlan_: اللهم لا تخرجنا من رمضان إلا وقد أصلحت حالنا ، وأسعدت حياتنا ، وغفرت ذنوبنا ، وتقبلت صلاتنا وصيامنا ، وحققت لنا ما نتمنا…,semeval
0,1,2,0,#اطفال دول ولا مش اطفال ؟؟؟ظظ يابتوع #المدارس هههههههههههههههههههههههههههههههههههههههههههه,astd
0,0,2,2,بعيدا عن الهزار بقى وكده من كل قلبي باقولها لك ربنا يسعدك زي ما بتسعد الناسقلبي وربي راضيين عليك يا أمردسلام عليكم,astd
4,0,1,2,ابن #ميريام_فارس أوشك أن يتم عامه الأول..شاهدوا كيف أصبح بالفيديوmyriamfareshttps://t.co/Edom02hES7,semeval
4,0,1,1,"#كيري يطالب الأطراف اليمنيّة بالالتزام بوقف ""الأعمال العدائية""https://t.co/Od1OzVMawXالموقع البديلhttps://t.co/MbMEhV8oNX",semeval
4,0,1,1,الجعفري : آن الآوان لمن يدعون أن لديهم نية حسنة تجاه #سورية أن يتعاونوا مع الحكومة السورية الجعفري : #فرنسا... https://t.co/1nbmM8tWD3,semeval
4,0,1,0,RT @ALAMAWI: #عاجل الثوار يقتلون عدة عناصر لقوات النظام بعد تفجير مبنى يتحصنون به على جبهة حي #سليمان_الحلبي شرقي #حلب,semeval
4,0,0,0,من #عيوب_تويتر: الكثير من ردود الأفعال والقليل من الأفعال، الانشغال بشكل مبالغ فيه بالأحداث اليومية عن التخطيط للمستقبل,astd
0,0,1,0,لم يعد مطلبنا إيقاف العدوان والحصارمطلبنا إسقاط نظام مملكة داعش الكبري كونها الطريق لتحري آلامه والقدس,semeval
0,0,2,2,ياجماعه أنا اقترحت يكون اسم البرنامج (اجمل رنوش بعمرنا ) اللي موافقني يعمل ريتويت #مولد_الاعلامية_الساحرة_رناسماحة #…,astd
4,0,1,1,شارل جبور @charlesjabbour   الرئيس اجتاز الاستحقاق المسيحي من معراب والسني من بيت الوسط والشيعي عبر دعم حزب الله وهذه هي الرئاسة,semeval
4,0,0,1,هل تستخدم الشرطة غير العسكريين لقمع التظاهرات ولماذا ؟! الأسواني يكتب مقاله بعنوان : متى يرحل مرسي >>,astd
0,0,0,1,طبعا إستفتاء مارس كان أكثر شرفا من إستفتاء الإخوان على الأقل أشرف عليه قضاء حقيقي وكانت الإنتهاكات فيه لا تقارن بإستفتاء الإخوان,astd
4,0,2,2,https://t.co/qGe2uIU3eEبوب ديلان ..وأحساسه الجميل...محاولة للنهوض دون مساعدة...لكم ولي🌹🌹,semeval
4,1,0,1,"صورة مرسى على المسجد الأقصى و أغنية السيسى على التلفزيون الإسرائيلى شتان الفارق""",astd
0,0,1,2,@NeflX اغنية سوري جستن بيبر وصلتها في أسبوعين بس,semeval
4,0,0,0,لم يترك الانقلاب نقيصة الا وعملها,astd
0,0,1,2,قلّو مشتآقة أنآ ليه💕#اليسا https://t.co/L4LiEziGwN,semeval
4,0,1,1,@Melooo80 @NBA4ARAB لو الحكم ما اخطا و الوقت استمر صحيح بيكون روس سدد بعد نهاية الوقت,semeval
0,1,0,0,وحكاية إنه يكتب البذاءات دي بقت قديمة خالصده أكثر الأفلام إسفافا أرقى من خطب بعض مشايخكم اللي طلعتوهم على منصة دعم كذب الرئيسإلعبوا غيرها,astd
0,0,1,2,ألف رحمة ونور عليك يافنان مصر العظيم ياأعذب الناس وأجملهم وأطيبهم,astd
4,0,2,2,ولما تبص #حواليك هتعرف انك #احسن من ناس #كتير عشان كده #لازم تقول #الحمد_لله,astd
4,0,1,0,السلطات تمنع الكثيرين من محامي اسر الشهداء من حضور محاكمة مبارك المحامون من حقهم حضور المحاكمة ولا ستتحول الى شيء اخر غير المحاكمة,astd
4,0,0,1,"RT @caironewsportal: د #فيصل_القاسم يفضح""#بوتين""ويكشف حقيقة مباركة #إسرائيل لـ #العدوان_الروسي https://t.co/1H4rJ2g1Gz#سوريا  @kasimf http…",semeval
0,0,0,1,اذا كانت رسالة البرنامج الوحيدة هي كشف التجارة بالدين و كشف قنوات الفتنة فده يكفينا، تاني، يتحرق البرنامج المهم البلد,astd
4,0,1,0,RT @algepally: شاهد: كيف كشفت روسيا إطلاق صواريخ باليستية إسرائيلية وأمريكية تجاه سوريا https://t.co/ABhD8b7YmD via @sputnik_ar,semeval
1,0,2,2,#فيفي_عبده : الراقصة محترمة جداً ، و أنا قدوة ليش ما أكون قدوة :) #الحكم لا تعليييق !!!,astd
4,0,2,2,قيومجيان في ذكرى استشهاد جبران تويني: يموت في وجعنا لكنه يحيا أبداً في نور عظيم يقهر الظلم https://t.co/5g5XBiYdZM,semeval
4,0,1,0,الوصف الحقيقي للميدان هو / جماعة الإخوان المسلمين تحشد أنصارها للضغط على اللجنة المشرفة عل الإنتخابات الرئاسية لدع,astd
